55244.311 6.772e-10 9.071e-11
55244.312 7.574e-10 9.836e-11
55244.314 6.808e-10 9.417e-11
55244.315 5.987e-10 8.649e-11
55244.317 7.128e-10 9.346e-11
55244.318 5.538e-10 8.431e-11
55244.319 6.355e-10 8.678e-11
55244.321 6.855e-10 9.085e-11
55244.322 7.67e-10 9.663e-11
55244.324 3.765e-10 6.754e-11
55244.325 7.637e-10 1.225e-10
55244.326 6.423e-10 9.06e-11
55244.328 5.399e-10 8.014e-11
55244.329 6.603e-10 9.179e-11
55244.331 5.082e-10 7.867e-11
55244.332 5.336e-10 8.034e-11
55244.333 5.47e-10 8.095e-11
55244.335 6.122e-10 8.699e-11
55244.336 7.803e-10 9.819e-11
55244.337 5.163e-10 7.862e-11
55244.339 6.487e-10 1.08e-10
55244.34 8.493e-10 1.021e-10
55244.342 8.027e-10 9.958e-11
55244.343 8.852e-10 1.033e-10
55244.344 9.261e-10 1.067e-10
55244.346 7.599e-10 9.757e-11
55244.347 9.012e-10 1.032e-10
55244.349 7.016e-10 9.167e-11
55244.35 6.906e-10 9.21e-11
55244.351 7.525e-10 9.5e-11
55244.353 7.159e-10 1.063e-10
55244.354 6.582e-10 9.111e-11
55244.356 7.12e-10 9.226e-11
55244.357 6.917e-10 9.014e-11
55244.358 7.611e-10 9.615e-11
55244.36 6.168e-10 8.604e-11
55244.361 5.235e-10 7.798e-11
55244.362 7.608e-10 9.602e-11
55244.364 5.174e-10 7.805e-11
55244.365 6.102e-10 8.502e-11
55244.367 5.081e-10 7.82e-11
55244.368 4.664e-10 1.16e-10
55244.369 4.745e-10 7.573e-11
55244.371 4.741e-10 7.501e-11
55244.372 3.571e-10 6.507e-11
55244.374 4.192e-10 7.106e-11
55244.375 5.109e-10 7.797e-11
55244.376 6.018e-10 8.47e-11
55244.378 4.702e-10 7.527e-11
55244.379 4.269e-10 7.338e-11
55244.381 5.48e-10 8.121e-11
55244.382 5.563e-10 8.378e-11
55244.383 4.283e-10 7.194e-11
55244.385 3.521e-10 6.499e-11
55244.386 5.741e-10 8.433e-11
55244.387 4.29e-10 7.072e-11
55244.389 4.26e-10 9.045e-11
55244.39 4.122e-10 7.115e-11
55244.392 3.842e-10 6.811e-11
55244.393 4.896e-10 7.663e-11
55244.394 5.515e-10 8.126e-11
55244.396 5.307e-10 8.089e-11
55244.397 5.623e-10 8.148e-11
55244.399 6.671e-10 9.119e-11
55244.4 5.641e-10 8.236e-11
55244.401 3.457e-10 6.407e-11
55244.403 3.58e-10 6.718e-11
55244.404 4.604e-10 7.288e-11
55244.406 3.622e-10 6.572e-11
55244.407 3.874e-10 6.858e-11
55244.408 3.504e-10 6.52e-11
55244.41 3.145e-10 6.352e-11
55244.411 5.277e-10 1.143e-10
55244.412 5.381e-10 8.179e-11
55244.414 4.437e-10 7.409e-11
55244.415 6.529e-10 9.026e-11
55244.417 5.445e-10 8.463e-11
55244.418 4.235e-10 7.221e-11
55244.419 3.957e-10 7e-11
55244.421 3.235e-10 6.269e-11
55244.422 4.694e-10 7.593e-11
55244.424 6.594e-10 9.038e-11
55244.425 6.335e-10 8.94e-11
55244.426 5.716e-10 8.43e-11
55244.428 5.753e-10 8.597e-11
55244.429 5.905e-10 8.461e-11
55244.431 3.868e-10 7.115e-11
55244.432 2.793e-10 7.791e-11
55244.433 3.323e-10 6.791e-11
55244.435 3.531e-10 6.594e-11
55244.436 3.451e-10 6.531e-11
55244.437 3.295e-10 6.363e-11
55244.439 2.769e-10 5.837e-11
55244.44 3.202e-10 6.162e-11
55244.442 3.572e-10 6.789e-11
55244.443 4.695e-10 7.434e-11
55244.444 3.8e-10 6.912e-11
55244.446 3.174e-10 6.349e-11
55244.447 3.096e-10 6.267e-11
55244.449 2.869e-10 5.961e-11
55244.45 4.126e-10 7.091e-11
55244.451 4.2e-10 7.12e-11
55244.453 4.763e-10 7.573e-11
55244.454 4.56e-10 1.015e-10
55244.456 6.149e-10 8.856e-11
55244.457 5.792e-10 8.433e-11
55244.458 4.607e-10 7.449e-11
55244.46 5.285e-10 8.421e-11
55244.461 3.589e-10 6.441e-11
55244.462 4.178e-10 7.035e-11
55244.464 5.401e-10 8.192e-11
55244.465 6.18e-10 8.685e-11
55244.467 5.773e-10 8.508e-11
55244.468 4.51e-10 7.23e-11
55244.469 6.479e-10 8.649e-11
55244.471 5.517e-10 8.323e-11
55244.472 8.174e-10 1.009e-10
55244.474 4.04e-10 6.928e-11
55244.475 5.793e-10 1.088e-10
55244.476 5.065e-10 7.909e-11
55244.478 5.439e-10 8.322e-11
55244.479 6.042e-10 8.714e-11
55244.481 6.313e-10 9.193e-11
55244.482 4.842e-10 7.778e-11
55244.483 5.095e-10 8.122e-11
55244.485 5.642e-10 8.638e-11
55244.486 5.663e-10 8.676e-11
55244.487 5.773e-10 8.937e-11
55244.489 6.3e-10 9.359e-11
55244.49 6.453e-10 9.106e-11
55244.492 4.639e-10 8.098e-11
55244.493 5.473e-10 8.627e-11
55244.494 6.403e-10 9.169e-11
55244.496 7.761e-10 1.081e-10
55244.497 4.627e-10 9.917e-11
55244.499 4.276e-10 8.013e-11
55244.5 6.44e-10 1.017e-10
55244.501 5.212e-10 9.038e-11
55244.503 5.887e-10 8.896e-11
55244.504 4.282e-10 7.433e-11
55244.506 6.14e-10 1.046e-10
55244.507 4.992e-10 8.718e-11
55244.508 3.957e-10 7.555e-11
55244.51 6.672e-10 1.402e-10
55244.511 7.474e-10 1.353e-10
55244.512 4.992e-10 9.823e-11
55244.514 3.978e-10 7.769e-11
55244.515 3.832e-10 7.395e-11
55244.517 5.893e-10 2.196e-10
55244.518 6.622e-10 1.833e-10
55244.519 7.402e-10 1.29e-10
55244.521 5.733e-10 1.113e-10
55244.522 7.35e-10 1.447e-10
55244.524 1.363e-09 4.195e-10
55244.525 1.085e-09 2.126e-10
55244.526 6.464e-10 1.628e-10
55244.528 6.396e-10 1.287e-10
55244.529 1.462e-09 4.611e-10
55244.531 3.943e-11 3.943e-11
